$\lambda$ (Loss Aversion),$\rho$ (Perception Shape),$\alpha$ (Learning Rate),$f$ (Boredom Factor),$\beta$ (Exploration Weight),Pattern
2.687971662059358,0.13419076308514077,0.8317507595184745,0.38360081461808776,1.207338064405109,GOB
0.4771270604757673,0.4746246068188496,0.6877439394452474,0.04069055095813176,3.1246050222520085,GOB
2.8650990902284583,0.895802520972862,0.39496858583999583,0.21685874940275998,4.310570916525926,GOB
2.162771819747526,0.07096152202049205,0.3877898547275043,0.12033389804474998,1.5459080915848673,GOB
1.1794268032820614,0.7332141628453138,0.5296591788999718,0.4786240604145464,1.0973146827282425,GOB
1.4803591260892284,0.1954981011445927,0.2710328439722746,0.056667195796434144,3.9184520236846434,GOB
4.721818493964092,0.07230231268069477,0.15893574425448456,0.27529309887000136,1.6802552169625629,GOB
0.8869416532056027,0.28900823752711113,0.5353460786142983,0.1441663489208094,4.749216126665572,GOB
4.980115041187546,0.8886631275396883,0.13337118118370395,0.15242987043905523,1.3033023143910567,GOB
2.13060994108213,0.6055618535934141,0.8665266185452198,0.17046558782978302,3.553964842824843,GOB
4.6199572478062185,0.7419683932060952,0.10263691275975757,0.4565842519951702,3.0418150742912275,GOB
0.3558003082514223,0.334456344926801,0.36824240241457457,0.4078279845801213,1.5093891962109414,BOG
0.7097299965241315,0.4506857909971616,0.489493239587921,0.1941053299637461,0.7041829696777994,GOB
0.6999653728364712,0.10567397183617654,0.7827584231832851,0.4431357117228308,3.8141398109617284,GOB
2.022221477748317,0.3608759525223689,0.18892736549634861,0.4044349491816496,3.914580755203571,GOB
0.9044384642840313,0.9692583658186706,0.640471174403911,0.12268590055056881,2.0420068714684576,GOB
3.5670429731940456,0.7894361948638617,0.9803658917745424,0.2469526819737608,1.369790584509317,GOB
4.414118715381654,0.8437497702716966,0.2295095371412051,0.09549606790602111,1.6849626469022543,GOB
1.0445331568040819,0.3880216737449974,0.9430571128575437,0.312244249515661,1.3873885706364315,GOB
4.572812611888112,0.6248164263117192,0.48290159800526355,0.06064156001756845,2.4132875117902506,GOB
1.7041885700991481,0.4890143461924941,0.14359877162886195,0.45927867221102564,2.7590980753615555,GOB
0.328621119813112,0.40688981547417286,0.8028347309936724,0.1808913607897609,2.511144112198305,GOB
2.3214651521623604,0.31027600414660506,0.6325348029274664,0.4999236112010044,0.08820080169055645,GOB
2.1589145616381304,0.286529627767151,0.48793893066495425,0.11069360615872133,3.2027441430001655,GOB
3.2889661262331376,0.8752645224587643,0.20391464559883754,0.02477188659488492,4.965223094980145,GOB
0.9107170784805243,0.5255318499733698,0.36804641629165635,0.07934798384260872,4.458718340335073,GOB
2.9770887232683823,0.3638708432840175,0.45537359430429064,0.252226906105492,2.4651310397891377,GOB
3.493103484676501,0.5673297415560532,0.06305164120381908,0.4769175273905966,3.043073136632204,GOB
1.177008717834121,0.7479783392017223,0.5757475864338911,0.16938397407233177,2.221740535925636,GOB
0.6829165766240143,0.11619232869974735,0.7919038195667516,0.29249573073026247,0.6795261613683731,GOB
3.900588849018939,0.5280093612333469,0.7174177597368587,0.3026197196645553,2.876319932056945,GOB
3.9320028668858225,0.6658240594718019,0.04649502670148732,0.1635078191635623,4.527946308038388,GOB
0.668884475390695,0.2079705786956878,0.6616503368626475,0.022683978876121995,4.17755314090083,IOF
2.2259430666313755,0.9450824269043978,0.7968292696801514,0.3242299018096247,1.0923649468173249,GOB
4.834808413488038,0.7955802807090174,0.16664334803556366,0.44997176898487357,3.1851714902245494,GOB
4.342386626236781,0.5374125322166537,0.1644250477010836,0.4913807745651345,2.2728074524415294,GOB
3.996592228915811,0.6403802330024362,0.6323644386429914,0.23284809396067407,4.259585430185733,GOB
2.4862749929172234,0.8458869751515816,0.5483406183645166,0.10071718488193998,1.6395767035746722,GOB
0.9489705121942028,0.5105965190171784,0.7703941708087091,0.05066135582050137,4.17891577366274,GOB
3.515422112920877,0.5004045165625797,0.25837506090719375,0.12784702178271581,3.6912463932454656,GOB
1.4141993417181655,0.25799531899374323,0.46995296018796845,0.16522038909943274,4.5525458065024935,GOB
0.2239342002637768,0.20186010335104634,0.9044287014320062,0.2102366056639672,2.106853807223091,BOG
1.1339479960227086,0.20995422169580552,0.9619141096310326,0.4561490622879837,1.3788145705011863,GOB
1.5086946764633407,0.20495618380395159,0.40831663271155194,0.08701716233572238,1.1806569594114782,GOB
0.662246642478881,0.5822643539461787,0.6315479682703865,0.042329570885876605,1.8163808934789867,GOB
3.6929536466333657,0.4224525754969505,0.7869262736175111,0.12996209072690815,3.700575058495802,GOB
1.9718276535980748,0.3423879677124673,0.1499877534836243,0.21813257598573313,2.1368271830493235,GOB
4.419507043498752,0.29595691210874303,0.030382935752510776,0.06622654525929551,4.266863286672708,GOB
1.931348121152762,0.40410924364715706,0.2379775158667871,0.159934391269865,3.540124638074065,GOB
2.3001659692334404,0.9751736783191441,0.12079916832634018,0.1703438779385718,3.2305059290030513,GOB
4.944908621453502,0.34866351495885617,0.8772011119259221,0.3208804311500083,3.4255252481791127,GOB
3.0310945711624373,0.36473684034515796,0.1507800142659807,0.33138370216939145,4.940847782766185,GOB
2.031239515112113,0.19326387986215987,0.3718921374532285,0.3021326589691309,4.188010923648012,GOB
3.1466717341495234,0.1370307074405721,0.04102492265612028,0.10887270164449016,1.9380444624361874,GOB
1.7004288338375775,0.6760119146728074,0.8625101221140781,0.11282316006706253,0.4784248644745765,GOB
1.9964467316763412,0.12134797988277857,0.4841345792071026,0.3744973488620746,2.518395138818624,GOB
4.3545936236073,0.644520750301572,0.8004796434956996,0.35700345297898783,1.4496066639670298,GOB
1.086653665625525,0.6665070629290214,0.954922649214178,0.08368285872823246,4.94383448060531,GOB
2.4178699048054466,0.4793361309701184,0.3475498389320266,0.062661806346493,2.343911012725208,GOB
0.6922240344567903,0.29023734480876745,0.29324366190945056,0.05352978220956069,2.764444012285391,GOB
0.3745908184508301,0.6394590699956824,0.8374677837978319,0.250337899122554,3.9096193596433686,GOB
4.438423401823252,0.7936073149837026,0.3646580717906669,0.2697670110131212,0.48126814264245804,GOB
2.1930759539051676,0.6237874420337447,0.8097533015537356,0.4627246555812239,2.6601762862338827,GOB
3.3346007677228946,0.5790114171046336,0.741797964023108,0.12333664397333205,0.711074765435489,GOB
2.60939926861375,0.8262783676644181,0.6429759552500847,0.4893675741186413,4.79200404674424,GOB
0.4680100849712212,0.8814469693306364,0.7379331086882862,0.3585553207443393,2.3948865382195796,GOB
0.5237973515436988,0.0738344768995188,0.3389384322569219,0.35770256108133114,4.083010480922328,GOB
3.9931611650724728,0.6067055929435392,0.012321891871784115,0.1887911176400214,4.861158566789247,GOB
3.616407810477644,0.31131528865107116,0.0960448889633736,0.4957103337206472,4.138415660413099,GOB
2.197927710280932,0.5904137403523652,0.40995998302774794,0.09470719291381055,2.0408720885011054,GOB
3.947903934194496,0.8085970826926184,0.8445359047443655,0.4045317411269481,1.5820133683180309,GOB
0.9740788452633218,0.7723310299921063,0.10665954233274719,0.385438948476896,3.4998646873032087,GOB
2.8299006508779723,0.45033505574769495,0.9821443103404054,0.37977797764306614,0.42473508853073205,GOB
1.2829796117196781,0.8792304680971326,0.8992165383761629,0.2764711038450287,3.0917794402092036,GOB
2.123531613419626,0.19511670691253086,0.3150759212816893,0.2335415363529642,0.32088369660410104,GOB
4.325195515897228,0.6302922411790051,0.20132665667658653,0.041395516307353115,3.718918149247966,GOB
3.4524311371511596,0.03983847100826825,0.12170861073758259,0.1268780723782766,3.956751461510581,GOB
2.843982220429669,0.16310648214083573,0.2433414157883169,0.296378674496233,4.685777688514153,GOB
4.9076802181000625,0.5109937277602012,0.7709529237076547,0.318983629566235,0.43959953606194285,GOB
4.800900180675385,0.275956973186498,0.8055434239756843,0.1512769418543433,1.6075050372801982,GOB
2.6301184294241158,0.07092120870984235,0.14811358429542051,0.2737693388855331,4.816343226514466,GOB
4.606860394462413,0.3696230480741607,0.7728510476312045,0.26562334923522735,3.63572670017262,GOB
0.5406585339376124,0.9436062054407229,0.9789381092981799,0.29861178301714086,0.12148988135859383,GOB
0.08736744913811952,0.8757787592176159,0.5443149477370951,0.1203753717972216,4.466106715198897,GOB
0.4503355588396033,0.44201010691810066,0.8377770461360343,0.16643422347670664,3.0644387914778717,GOB
0.1252387286963332,0.47392103031639937,0.7203099162371257,0.10486551134801969,2.1204823482110027,BOG
3.636997714009557,0.3697090032265647,0.38429208739918264,0.1388578607620633,2.833301134933635,GOB
2.758714211558726,0.1904200188506039,0.974714834126779,0.428414432601293,2.638334552584155,GOB
3.2321312471498103,0.30515594001780066,0.3045713754226269,0.3027695647524065,4.649857133122617,GOB
2.6597651477361146,0.340294773714239,0.15057136378503266,0.31356747517055195,1.6197253989246307,GOB
4.9889129362734685,0.3436556400967812,0.37665679397251844,0.35106217537309037,4.519325872094925,GOB
4.889482047394461,0.0498270291679471,0.4239424031128747,0.022619015555256753,0.5023913460221715,GOB
2.3374775909459844,0.9609911179755117,0.7588151326489453,0.13576562583486232,1.7385064519254498,GOB
0.8030094471535617,0.6391804555632488,0.4920283638894642,0.23635670948039067,3.3864861276638747,GOB
2.061540664639437,0.7281727444444558,0.9681854070443807,0.17379814861541346,2.3598938538123875,GOB
0.4308817245993465,0.6476102347178143,0.6079248986665521,0.0674196884640589,0.6620453325508561,GOB
2.8605697961306538,0.8532297434052286,0.9490362462994668,0.09444695651841291,2.205192873932771,GOB
2.1445650859543854,0.7431233251017939,0.09859247431269645,0.08627331366100818,0.29583197758526747,GOB
1.1973011623053127,0.31636460144298406,0.01833060434715845,0.38003483204249533,2.384875352293727,BOG
4.6646049676644905,0.082872412108613,0.21971653691892404,0.10942557856818298,1.4135527288155783,GOB
0.5256233941225459,0.039317605172784965,0.8341879949825224,0.4536480767518642,0.9266222250763291,BOG
3.895928028206638,0.2477681886274405,0.957652373859457,0.3141601164124094,0.880223023782254,GOB
3.1611555170288255,0.7662185056819141,0.859544214020344,0.33245396295751706,2.2911292154750678,GOB
2.430907110682496,0.694172791499955,0.6593175334534397,0.41056349995058367,0.46580331956061644,GOB
4.993451633584374,0.7372007730126723,0.26797837047456236,0.09110103814665875,0.7769866952060306,GOB
4.842898129305124,0.7630957788945121,0.5951820527595441,0.4031855497110165,0.3485339853434431,GOB
2.998825191013736,0.8081978145361873,0.30594002874516635,0.43652331371018466,0.3822985612706686,GOB
2.7639682933998286,0.8088111373913979,0.688348974820722,0.39063594209681174,1.8861372033212382,GOB
0.6716330030648818,0.9623700776200882,0.4918386243986933,0.23212139845144367,4.491502944374345,GOB
0.8619800551908695,0.04890200830912564,0.34749012632782317,0.11482231857095697,1.7793935926060753,GOB
3.1779532066538407,0.6796514125070929,0.16450420139352293,0.47467737567383655,2.707178223586197,GOB
4.02295634261374,0.6908820342072843,0.7673708981455067,0.08673387915987384,2.1861308489788986,GOB
2.7800521194004313,0.562654713544442,0.7770594599040513,0.1258575030485224,4.930298478701197,GOB
2.8949581721536717,0.27198879187357033,0.6939924733608064,0.05752792671088052,4.21985729356696,GOB
0.9801029833764515,0.6777071757945572,0.7634376446149526,0.498427240209595,3.1617754795244455,GOB
4.311667865074487,0.46606251101373475,0.10152271469207892,0.2780164558735794,3.421245014452856,GOB
3.6546867587377427,0.24614308889293698,0.07134186843147126,0.17845115831217892,0.5882210910119451,GOB
2.4239208443690785,0.8352444344381155,0.20980432170497784,0.0568587553373572,2.7355332680898736,GOB
3.678794337279576,0.46675465265906035,0.9599666805101298,0.39241825213596276,3.3993522194412926,GOB
1.7063462450432134,0.8569319164385429,0.3139069263436615,0.15537286440347536,4.61877931976545,GOB
2.5690426490966543,0.2858086207682193,0.4170295937729056,0.44945167707482037,4.010382467548975,GOB
4.706372077016165,0.7413908508856173,0.5848057434156648,0.32535634537747815,1.6716402248994404,GOB
1.4068542143019036,0.8520122693070278,0.346499564399514,0.34499093203455666,4.812667324946788,GOB
4.932396896774316,0.8774338379784586,0.7118975561864048,0.4225218046062932,1.4489902257109368,GOB
4.739653934622592,0.6370641532963218,0.7804421029884573,0.447716285315245,0.030966209073023145,GOB
0.6706720004104761,0.10944844772332109,0.7630333554219416,0.40370670539425485,4.635603343844433,GOB
0.7925344924046455,0.919855445461175,0.8838589047190302,0.31079906438107363,4.776175359182882,GOB
2.471017581343021,0.2054914647486574,0.5101342279821323,0.34137096513742726,2.600971427313511,GOB
2.0079778757771733,0.036539240100161595,0.010542669014221377,0.10017235892720543,0.14647284282245132,GOB
0.5075650917293913,0.4559880369936541,0.7416261636891416,0.4927795931651673,0.071151681904554,GOB
4.184068196080271,0.3620633492415118,0.8825952502531053,0.32749341514087466,0.5729508709939117,GOB
2.3492995550618145,0.06158797840296317,0.143962034906859,0.266630173848912,3.419074116180837,GOB
1.020816867286552,0.24100657858095206,0.220566214006751,0.26351136133267594,1.3004523734697182,GOB
0.8541299151217018,0.8580528897693916,0.6076316393593307,0.4010285668910741,4.198891195741099,GOB
3.913707138713602,0.7133002349987057,0.24169584031617308,0.24817688833328883,1.4006960145521241,GOB
1.8385937670223014,0.44223269734857606,0.7965905398145149,0.22750414648577313,3.0777475941333887,GOB
0.5170798346557037,0.2761200970034783,0.7746355729025796,0.3740602134772383,1.634540011427653,GOB
2.5242178868356224,0.8461314645414618,0.2847960719717934,0.07532903982132513,0.4733521260913766,GOB
3.6029122040536885,0.8264586525419226,0.9626934500322345,0.183498343369368,0.6710941726049996,GOB
2.6802396783023306,0.75213405214785,0.49511266525156494,0.1915481712548506,1.6694776513036111,GOB
3.5427133884505246,0.45445075503141175,0.2190762581616236,0.4476520385929456,0.3965408070507531,GOB
2.3719272012012995,0.5652768399151963,0.0999162550379097,0.10475630539849973,2.9204140024461256,GOB
2.694738726020186,0.7108414897820532,0.7974883907320774,0.24968979491878263,3.289905031723236,GOB
2.990558520192036,0.7386771497913885,0.1838431460690701,0.42782481384864807,0.9731105863170597,GOB
4.595158785837648,0.9162068807149009,0.29080017032557237,0.21597126124352614,3.1484158155983244,GOB
0.778694726054498,0.42707348217166324,0.1827331908944175,0.12338751227639141,3.5948335980502617,GOB
0.5469709068654975,0.8876739228604614,0.6275689924669582,0.42059016228040536,4.108234207542443,GOB
3.8591892160670715,0.7162182237962709,0.5749471157889009,0.48457295666741135,4.4459450192992795,GOB
0.4448752510365487,0.7973005788431033,0.6362490211010722,0.326188745669714,1.4783223408313355,GOB
1.6753665592028157,0.8229352344831308,0.7958806484269724,0.24022551853276908,4.509055617829184,GOB
4.831131600099542,0.4729634583840793,0.4145203515538611,0.1519141800359225,4.0615222018729265,GOB
1.174401989268471,0.34608734240926137,0.2049848195538202,0.12667747034273164,1.6482670404186557,GOB
0.7372972315449229,0.7778930095597903,0.6466371384087171,0.4260222916362942,4.429803356498555,GOB
1.6891042113065007,0.6243594049111929,0.5373880198856961,0.2827181971018405,2.0009215161143326,GOB
3.9252657871490517,0.5711916376921878,0.1733625383418276,0.45036392042427986,3.4366033138251497,GOB
0.8398005051224502,0.16122682563539925,0.7079301760527532,0.43638568494241886,1.0715882699129573,GOB
3.4017209333019323,0.0937808073775308,0.8323839389319687,0.4770136671779001,4.004786698181156,GOB
1.9997593217630858,0.8906884232499505,0.3327886851510949,0.17072814885605234,0.4507951100745007,GOB
3.2621165409159714,0.5478904672788462,0.531085511555932,0.3780358751630481,2.867087135533274,GOB
4.448117373309278,0.04727561165773404,0.5527746435319847,0.18307686288705174,0.602659428632118,GOB
3.9831171754734433,0.7904050881347932,0.8316221790888194,0.3076904444396726,4.545117131883565,GOB
4.9584605366725025,0.04748483563739001,0.09569244746476298,0.2930505380490448,3.904272064250539,GOB
3.803958886376285,0.5761187533247443,0.577811547480573,0.42718664988715577,3.4907436654068076,GOB
4.975986061019673,0.07988218063985884,0.21753871010879233,0.02968307198240456,4.446476981752595,GOB
0.12836985846321292,0.6787673169197697,0.034241445327056814,0.2652188343474184,1.9885738227687055,BOG
3.613119368601473,0.5724596026094984,0.6394593343413393,0.0497928940127268,1.8769159717845307,GOB
4.055715118969753,0.13393509356406755,0.8694901825179837,0.21442405513348586,4.534483266576954,GOB
3.016083297285692,0.2954250747506912,0.3447696056875665,0.19252192144646346,0.7219133242726364,GOB
4.191318124679425,0.7767622830224654,0.5096894264597251,0.4539656259501567,3.669263666076289,GOB
0.34053032162840113,0.18870864060755518,0.07105224890625673,0.16886710553996287,1.964663537614048,IOF
0.5684283966182027,0.3252968969630732,0.21003600129302674,0.083912168476376,2.3571704445957242,GOB
1.126670459768299,0.26212117197506324,0.8479675185232847,0.1954490348480074,0.011976273087547994,GOB
2.1763321062510133,0.7265372292699372,0.6050994823211814,0.20532864895386574,1.1404878129835283,GOB
0.8785914865394697,0.3506226448905222,0.11735407010498206,0.49802641185936913,2.3859550462749337,GOB
0.18198061292574544,0.4919815759256037,0.02681630560804686,0.12905405304833847,3.210884011680959,IOF
1.73112674955524,0.6949004281453541,0.6351899990415186,0.32412788584227903,4.447786149820646,GOB
4.780463823866089,0.47894966347750795,0.20664965616673084,0.27048172369693,4.254764217503114,GOB
3.608912642601904,0.4883163954208911,0.8905409871942663,0.1484802781250553,3.814521723592605,GOB
0.3539884287575247,0.6357212685131999,0.39367199444580586,0.16223004415498876,2.9527685569555753,GOB
0.9997722834092356,0.06999311632028991,0.2962741257455866,0.05607535435719532,2.482249882795119,GOB
0.6509704984572718,0.8565187584727941,0.5067105323419754,0.3953869004521677,0.4806004607098748,GOB
2.3161382541764035,0.8467936154379055,0.18732329325332395,0.15834673477584918,4.558299210548652,GOB
2.992612837576551,0.3123447514018267,0.8679280530207164,0.22894566414790915,3.625586635879362,GOB
0.7385325079812656,0.8315661185261682,0.2711116878762066,0.20845890491850186,1.3322119475880243,GOB
3.0191952127706196,0.15227332198320737,0.7684435477323294,0.4059201362675288,3.4729390655476857,GOB
4.966912344344588,0.7035611311348208,0.70293454496891,0.2024785757233235,4.648723140496759,GOB
3.3919350787037805,0.6867609524865999,0.15214101535711638,0.14331874697643585,0.25063292063861264,GOB
3.932475873649285,0.9584220784187334,0.13547282426015492,0.3752287170747592,3.1123593515961097,GOB
0.8587469194412978,0.09163384983478026,0.7995800268758416,0.1284180366999828,0.071883942078483,GOB
3.6317425769345943,0.2752827739570834,0.5172848285873687,0.1382106713567011,3.8233812892499395,GOB
1.7980983102651464,0.5971256030583758,0.05342874372273617,0.24851863826809836,4.242845080097639,GOB
4.8419633689803225,0.06629365708057222,0.7383689044652447,0.1386907646033522,1.6473021673339563,GOB
2.5156570974091235,0.576281892811126,0.14527892767096684,0.22241585677025363,2.2386407550425025,GOB
0.22941637912131363,0.30352902029038575,0.9331411653343376,0.14208895449883865,1.0284252276667525,GOB
4.5518306165567735,0.5748616498081256,0.3267358983261435,0.01564124096734996,1.0671069253664704,GOB
1.9335216170611522,0.14106666091853498,0.7181498726588107,0.4418618180692212,1.1535614299926482,GOB
1.426016190019767,0.5684386675764498,0.3881743674138122,0.14888371841182918,2.0558074294347306,GOB
3.583444307445097,0.01757371885692764,0.9652535394159726,0.06314027176638551,4.475546829752817,GOB
3.1280012345440276,0.19983292279097997,0.6181158907493165,0.052706519456785096,0.9040000374172478,GOB
4.65094801217105,0.7830006935717854,0.5521486716557154,0.2494947234462278,0.22140100418156902,GOB
3.218746538592439,0.11870189270179905,0.8823978838623573,0.24998855329673653,3.5390104898592867,GOB
0.7885860079359945,0.5232469880373675,0.5611764834969853,0.3334023916267088,4.6136425866014665,GOB
0.976870083922323,0.483909624047738,0.7150794095196974,0.48596187476940556,4.8914827443194815,GOB
2.452538712190492,0.21882802188137587,0.48062960480273154,0.4020283677883692,0.5578754753905327,GOB
3.7774006397811277,0.7797700945433186,0.04753670635317803,0.40589450190377635,3.7757591713744314,GOB
2.2707116055019045,0.4563259841490071,0.8327516560900532,0.25780423379087597,1.0745958446320278,GOB
1.0893151253661726,0.1325546174336203,0.039289437353138744,0.473571688066514,4.224861462367349,BOG
3.867268934669907,0.3394872597228883,0.41299667574644716,0.4417246635052036,3.297240383568767,GOB
3.4741675165661,0.6127955396291419,0.18548207717712525,0.3804463168895035,1.3516728094072907,GOB
4.64549525208192,0.6425731888202697,0.12638568464412192,0.42388540635309757,1.4898203358952418,GOB
0.037845041343342385,0.024071430908710396,0.06245563395153104,0.06564673844668104,3.470929577359126,GOB
2.9013454386775535,0.21632520214809492,0.10871329129744241,0.09015858349986887,2.674303345115745,GOB
0.06562372243703306,0.2848318238506882,0.1238357435016562,0.21404694018559986,4.000074192712322,BOG
1.8432263686049377,0.4911589490205674,0.9172613960181302,0.41997128221288155,1.6871714504296502,GOB
4.35136747380078,0.9545721627830722,0.5831393174637853,0.18850444606836517,4.874255316142904,GOB
1.6516659132472618,0.0992973520670195,0.5703005084128882,0.05422102510239287,1.924027288456019,GOB
2.800601421416486,0.5362266131260429,0.49040018770779553,0.3921511333244061,0.1612033152678819,GOB
4.446139057040911,0.46131337645720144,0.6232060850951873,0.0824626942351251,1.6263792328898006,GOB
1.9048815565448411,0.4129381311688008,0.446471756438095,0.3443891178285795,4.483445847496205,GOB
1.1723120445540554,0.8101879008020362,0.09921489660155212,0.46553995138014986,2.0760261969364713,GOB
0.6218410859395823,0.07832726757201199,0.3744954645579189,0.3200277974429818,0.21701720163803237,GOB
0.5724111057243731,0.6813668843316759,0.8620993377914175,0.08023456987642398,1.8339989606558487,GOB
3.117394164398015,0.0905374506054231,0.9856554517240469,0.13389913484738974,4.881847681481901,GOB
4.020747890105385,0.9779337162075273,0.5121999142496753,0.12319968422091364,0.7836228636978402,GOB
2.2391812400603492,0.4734229106723015,0.2989688862588376,0.24613277574655512,0.18071237114876015,GOB
2.8369423002352034,0.7232589155214931,0.327602520405149,0.05400154735771335,3.759553919519508,GOB
0.46540694203194144,0.11533771706928893,0.2914507996423076,0.4500515685152307,4.442265558953605,GOB
0.1721785753525256,0.04910871154168998,0.23951492727066842,0.2947109083281756,4.078515945365387,BOG
0.5330729939074571,0.4307458520175486,0.8897332447295164,0.36963350650475646,0.20449644563277028,GOB
2.6888566419124253,0.42655063575634383,0.5698668483669446,0.3504553892365588,0.343706886479373,GOB
0.18589310559146102,0.739475228578618,0.2464555225519169,0.026867941552383756,2.947738284991424,BOG
3.067771096046396,0.24210105127116097,0.10908157434393301,0.3080606895173248,0.7475398199922748,GOB
0.05131000299236692,0.44542870404040946,0.8760621274067063,0.10893907330931989,4.307269837714987,BOG
3.736736838942699,0.1575460371436602,0.14031430269616688,0.3383580197798247,4.268591414412178,GOB
1.8981920775851833,0.8324399081299876,0.3656491195599224,0.4253632609591632,4.320198935083251,GOB
4.951429005920687,0.6580981601344565,0.7682027319034788,0.24392207068903246,2.5299282388317748,GOB
2.6352167936078055,0.5007419920250403,0.20681115082119078,0.2792818492274843,0.3010725472040928,GOB
0.7903393834709938,0.047054325320037,0.37565662116394677,0.14408272097895433,2.4437047658279867,GOB
3.4011234261905567,0.21018427278428475,0.2542412038189987,0.3433338450254712,3.3339098319308853,GOB
2.3538717857950777,0.15072096381834257,0.9109072182527473,0.3014526327863149,4.54295720988908,GOB
4.527653799013804,0.7995456637872885,0.12226584514160134,0.39524750706296624,0.9061589754837821,GOB
2.627817997646193,0.6723158547542176,0.3923729691410785,0.2699881372149429,3.415340961751002,GOB
0.1874885538443674,0.6888391599620167,0.44748851400785583,0.34353639008487213,1.8299555611651301,GOB
3.8059478739772556,0.7114716290345421,0.09350212454501312,0.38570155588986205,2.4928350152353103,GOB
0.41889452479276335,0.9807949828538013,0.8174549154453711,0.3759450043020309,1.0192695717933875,GOB
1.2656536408591994,0.8643687240820878,0.2640469376875187,0.13083954852957477,2.4200433186137227,GOB
3.954299803011963,0.38444904756396014,0.4891134748633643,0.2421719056855206,4.915198139788991,GOB
1.7707665713536032,0.5099013440756636,0.6400505448438513,0.02995413853719213,0.8020511241684866,GOB
2.3109972761719986,0.33808640836589077,0.07956482252728896,0.08489357275530052,4.707140819252865,GOB
0.4990891768804325,0.06358400468231558,0.3177131055074918,0.47891456271255084,1.211386591846573,GOB
2.4421502154476586,0.2612047786869369,0.21315091188744753,0.1912759978954032,4.735552761655545,GOB
